Sim_Median	Sim_Lower99	Sim_Upper99	Sim_LowerSig	Sim_UpperSig
C03539	0	-0.0371601171675176	0.0383479905238715	-8.229	8.295
C03561	4.087	4.07461329427749	4.13423359582765	0	8.543
C03688	4.17	4.15761329427749	4.21740552486607	0	8.531
C03722	0	-0.0379650576655732	0.0376661355874117	-8.248	8.262
C03740	-4.087	-4.13423359582765	-4.07461329427749	-8.492	0
C03752	5.468	5.43784989862623	5.51992256960273	0	8.181
C03785	-1	-1.0420366498936	-0.965567302578321	-8.082	8.21104999999999
C03794	0	-0.0255783519430673	0.0251797891721854	-6.682	6.624
C03838	0	-0.0379650576655732	0.0375664948946913	-8.299	8.276
C03892	-4.087	-4.13440552486607	-4.07461329427749	-8.539	0
C03912	0	0	0	0	0
C03939	0	-0.0280166183061095	0.0284151810769914	-7.026	7.026
C03972	0	-0.0299000227724337	0.0295014600015518	-7.239	7.285
C03974	-4.087	-4.13440552486607	-4.07461329427749	-8.531	0
C04039	0	-0.0379650576655732	0.0379650576655732	-8.253	8.281
C04046	0	0	0	0	0
C04051	-4.087	-4.13423359582765	-4.07461329427749	-8.535	0
C04079	4.17	4.15761329427749	4.21723359582765	0	8.531
C04088	-4.087	-4.13406166678923	-4.07461329427749	-8.512	0
C04122	0	-0.0379650576655732	0.0379650576655732	-8.248	8.27124999999998
C04133	0	-0.0359097241608293	0.0359097241608293	-8.0042	7.999
C04181	0	0	0	0	0
C04216	-4.087	-4.13440552486607	-4.07461329427749	-8.524	0
C04236	-4.087	-4.13423359582765	-4.07461329427749	-8.516	0
C04246	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C04257	4.087	4.07461329427749	4.13440552486607	0	8.581
C04260	-4.907	-4.95715638948078	-4.88428192205973	-8.373	0
C04272	0	-0.0326665172997315	0.0326665172997315	-7.575	7.603
C04281	0	0	0	0	0
C04294	4.087	4.07461329427749	4.13423359582765	0	8.535
C04327	-1.415	-1.45783377543537	-1.38103619995583	-8.15	8.20309999999999
C04332	0	-0.0375664948946913	0.0379650576655732	-8.224	8.29
C04352	0	-0.0194201663851275	0.0198187291560094	-5.963	5.968
C04376	0	-0.0379650576655732	0.0379650576655732	-8.29	8.28524999999998
C04377	-4.17	-4.21723359582765	-4.15761329427749	-8.57	0
C04390	4.17	4.15761329427749	4.21723359582765	0	8.535
C04411	-0.848	-0.885527420113232	-0.819983381693891	-7.41	7.465
C04419	2.322	2.29496806618666	2.36400539006843	-7.75	7.56
C04421	0	0	0	0	0
C04442	0	-0.0297515386028895	0.0305330342320696	-7.21925	7.243
C04454	-4.087	-4.13440552486607	-4.07461329427749	-8.59674999999999	0
C04462	0	-0.0226633732462252	0.0230619360171071	-6.40625	6.327
C04488	-4.907	-4.95708605487416	-4.88428192205973	-8.373	0
C04494	0	-0.0375664948946913	0.0375664948946913	-8.253	8.271
C04501	0	0	0	0	0
C04556	0	0	0	0	0
C04574	0	-0.0379650576655732	0.0383479905238715	-8.281	8.267
C04618	0	-0.0322054348785152	0.0318068721076333	-7.487	7.472
C04619	0	-0.0347218508044754	0.0343232880335935	-7.809	7.794
C04620	0	-0.0347218508044754	0.0343232880335935	-7.809	7.794
C04631	0	-0.0362301373687932	0.0362301373687932	-8.044	8.03
C04633	0	-0.0347218508044754	0.0343232880335935	-7.809	7.794
C04640	0	-0.0379650576655732	0.0375664948946913	-8.299	8.267
C04646	0	-0.0375664948946913	0.0379650576655732	-8.229	8.295
C04666	-1.415	-1.45695850033068	-1.38284145485924	-7.985	8.037
C04675	4.087	4.07461329427749	4.13423359582765	0	8.48
C04677	-0.678	-0.720083539631353	-0.640034942334427	-7.97205	8.053
C04688	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C04691	0	-0.0379650576655732	0.0379650576655732	-8.238	8.29
C04702	0	-0.0379650576655732	0.0383479905238715	-8.276	8.27124999999998
C04732	0	-0.0379650576655732	0.0375664948946913	-8.29	8.224
C04734	0	0	0	0	0
C04751	0	-0.0379650576655732	0.0379650576655732	-8.257	8.304
C04752	0	-0.0375664948946913	0.0379650576655732	-8.267	8.262
C04778	0	-0.0329947454639872	0.0337762410931674	-7.677	7.66819999999998
C04807	0	-0.0375664948946913	0.0379650576655732	-8.257	8.267
C04823	0	-0.0383479905238715	0.0375664948946913	-8.317	8.219
C04851	0	-0.0383479905238715	0.0375664948946913	-8.267	8.214
C04874	4.17	4.15761329427749	4.21723359582765	0	8.512
C04877	0	-0.0379650576655732	0.0375664948946913	-8.281	8.253
C04882	0	-0.0379650576655732	0.0383479905238715	-8.276	8.27124999999998
C04895	-4.087	-4.13440552486607	-4.07461329427749	-8.539	0
C04896	0	-0.0379650576655732	0.0379650576655732	-8.243	8.238
C04916	1.585	1.55151291228963	1.62828704290029	-8.185	8.15214999999999
C05100	-4.17	-4.21740552486607	-4.15761329427749	-8.5312	0
C05125	0	-0.0147937122603808	0.0243435888489626	-5.8051	5.74
C05130	4.17	4.15761329427749	4.21740552486607	0	8.524
C05172	4.087	4.07461329427749	4.13423359582765	0	8.50059999999995
C05223	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05269	-4.087	-4.13423359582765	-4.07461329427749	-8.57	0
C05270	0	0	0	0	0
C05271	0	0	0	0	0
C05335	1.585	1.55122375890683	1.62804477925524	-8.18215	8.142
C05336	-4.17	-4.21723359582765	-4.15761329427749	-8.512	0
C05338	4.087	4.07461329427749	4.13440552486607	0	8.531
C05345	-1.9535	-1.99434877653725	-1.92086278878636	-7.32	7.588
C05378	0	-0.0353548622641114	0.0357143502535342	-7.6721	7.68505
C05382	0	-0.0292513814002142	0.0288528186293323	-7.17	7.113
C05402	-4.087	-4.13440552486607	-4.07461329427749	-8.48	0
C05404	-4.087	-4.13440552486607	-4.07461329427749	-8.48	0
C05512	0	-0.0333933082348691	0.0333933082348691	-7.691	7.663
C05519	0	0	0	0	0
C05527	0	0	0	0	0
C05528	-4.907	-4.95728924373774	-4.88428192205973	-8.371	0
C05576	0	0	0	0	0
C05577	0	0	0	0	0
C05596	-4.087	-4.13440552486607	-4.07461329427749	-8.531	0
C05634	4.17	4.15761329427749	4.21740552486607	0	8.524
C05635	-4.17	-4.21740552486607	-4.15761329427749	-8.524	0
C05665	4.17	4.15761329427749	4.21740552486607	0	8.524
C05670	4.087	4.07461329427749	4.13423359582765	0	8.492
C05682	4.087	4.07461329427749	4.13423359582765	0	8.48
C05684	4.087	4.07461329427749	4.13423359582765	0	8.531
C05698	0	-0.0379650576655732	0.0375664948946913	-8.267	8.243
C05699	4.17	4.15761329427749	4.21740552486607	0	8.524
C05703	-4.907	-4.95721890913112	-4.88428192205973	-8.39	0
C05711	-4.087	-4.13423359582765	-4.07461329427749	-8.492	0
C05714	4.17	4.15761329427749	4.21723359582765	0	8.539
C05715	4.17	4.15761329427749	4.21723359582765	0	8.539
C05726	-4.883	-4.93308605487416	-4.86106341768891	-8.392	0
C05729	1.585	1.55180206567243	1.62804477925524	-8.1901	8.15714999999999
C05744	-1.17	-1.20995591778091	-1.13975611915073	-7.7451	7.76
C05745	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05746	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C05747	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C05748	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05749	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05750	0	-0.0347218508044754	0.0343232880335935	-7.819	7.799
C05751	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05752	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05753	0	-0.0347218508044754	0.0343232880335935	-7.819	7.799
C05754	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05755	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05756	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C05757	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C05758	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05759	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C05760	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05761	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05762	0	-0.0347218508044754	0.0343232880335935	-7.819	7.799
C05763	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C05764	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C05773	-4.087	-4.13440552486607	-4.07461329427749	-8.492	0
C05775	0	-0.0333933082348691	0.0333933082348691	-7.677	7.682
C05778	0	-0.0297515386028895	0.0297515386028895	-7.214	7.224
C05807	4.087	4.07461329427749	4.13440552486607	0	8.516
C05810	4.087	4.07461329427749	4.13440552486607	0	8.516
C05811	-4.087	-4.13440552486607	-4.07461329427749	-8.516	0
C05823	-4.087	-4.1345696389482	-4.07461329427749	-8.524	0
C05840	0	-0.0379650576655732	0.0375664948946913	-8.26225	8.248
C05841	4.17	4.15761329427749	4.21740552486607	0	8.48
C05844	-4.087	-4.13423359582765	-4.07461329427749	-8.492	0
C05892	4.087	4.07461329427749	4.13423359582765	0	8.524
C05893	-4.087	-4.13423359582765	-4.07461329427749	-8.48	0
C05897	0	-0.0383479905238715	0.0375664948946913	-8.267	8.214
C05898	-4.087	-4.13423359582765	-4.07461329427749	-8.48	0
C05921	0	0	0	0	0
C05922	0	0	0	0	0
C05923	0	0	0	0	0
C05936	4.17	4.15761329427749	4.21740552486607	0	8.524
C05946	0	0	0	0	0
C05947	0	0	0	0	0
C05951	-4.087	-4.13423359582765	-4.07461329427749	-8.492	0
C05979	-4.17	-4.21723359582765	-4.15761329427749	-8.48	0
C05980	-4.17	-4.21740552486607	-4.15761329427749	-8.524	0
C05984	4.087	4.07461329427749	4.1345696389482	0	8.524
C05985	4.17	4.15761329427749	4.21740552486607	0	8.524
C06002	4.17	4.15761329427749	4.21740552486607	0	8.524
C06006	0	-0.0379650576655732	0.0375664948946913	-8.253	8.276
C06007	0	-0.0326665172997315	0.0326665172997315	-7.575	7.603
C06010	0	-0.0333933082348691	0.0329947454639872	-7.668	7.691
C06032	-0.737	-0.773659959964842	-0.709850841842281	-7.299	7.354
C06033	0	0	0	0	0
C06035	0	0	0	0	0
C06055	4.17	4.15761329427749	4.21740552486607	0	8.539
C06056	-4.17	-4.21740552486607	-4.15761329427749	-8.539	0
C06112	0	0	0	0	0
C06114	-4.087	-4.13423359582765	-4.07461329427749	-8.492	0
C06148	0	0	0	0	0
C06156	0	0	0	0	0
C06186	4.907	4.88428192205973	4.95708605487416	0	8.386
C06187	-1.585	-1.62828704290029	-1.55151291228963	-8.157	8.21414999999999
C06188	0	-0.0379650576655732	0.0379650576655732	-8.262	8.229
C06250	-2.97	-3.01380283001555	-2.94422627414964	-7.63105	7.894
C06311	-5.261	-5.31234426283714	-5.23396806618666	-8.298	0
C06319	0	0	0	0	0
C06320	0	0	0	0	0
C06399	-4.087	-4.13440552486607	-4.07461329427749	-8.492	0
C06406	4.17	4.15761329427749	4.21740552486607	0	8.57719999999998
C06407	0	-0.0383479905238715	0.0375664948946913	-8.304	8.25319999999998
C06408	4.087	4.07461329427749	4.13440552486607	0	8.492
C06416	-4.087	-4.13423359582765	-4.07461329427749	-8.516	0
C06481	0	-0.0383479905238715	0.0375664948946913	-8.304	8.243
C06482	-4.087	-4.13423359582765	-4.07461329427749	-8.5006	0
C06506	0	0	0	0	0
C06507	0	-0.035448641739613	0.035448641739613	-7.883	7.945
C06508	0	-0.0379650576655732	0.0379650576655732	-8.253	8.281
C06509	0	-0.0255783519430673	0.0255783519430673	-6.668	6.696
C06510	0	-0.0379650576655732	0.0375664948946913	-8.29	8.257
C06611	0	0	0	0	0
C06612	0	0	0	0	0
C06613	0	-0.0292201215750469	0.0202016620143077	-6.34015	6.45514999999999
C06614	0	0	0	0	0
C06615	0	0	0	0	0
C06714	-4.087	-4.13423359582765	-4.07461329427749	-8.4644	0
C06715	4.087	4.07461329427749	4.13440552486607	0	8.531
C06723	4.087	4.07461329427749	4.13423359582765	0	8.46439999999997
C06754	0	0	0	0	0
C06755	0	0	0	0	0
C06899	4.17	4.15761329427749	4.21706166678923	0	8.451
C07086	-4.17	-4.21723359582765	-4.15761329427749	-8.539	0
C07118	4.087	4.07461329427749	4.13440552486607	0	8.531
C07490	-4.17	-4.21706166678923	-4.15761329427749	-8.451	0
C07645	4.17	4.15761329427749	4.21706166678923	0	8.451
C07648	4.17	4.15761329427749	4.21723359582765	0	8.492
C09306	-4.087	-4.13406166678923	-4.07461329427749	-8.516	0
C09332	-4.17	-4.21740552486607	-4.15761329427749	-8.48	0
C09814	4.17	4.15761329427749	4.21723359582765	0	8.539
C11062	4.087	4.07461329427749	4.13440552486607	0	8.516
C11355	-1.585	-1.62841208220096	-1.55180206567243	-8.162	8.197
C11434	0	0	0	0	0
C11435	0	-0.0251797891721854	0.0255783519430673	-6.663	6.677
C11436	0	-0.0256740851576419	0.0251797891721854	-6.668	6.624
C11437	0	-0.0120037728642076	0.0120037728642076	-4.95	4.968
C11453	0	-0.0339169103064198	0.0343232880335935	-7.80925	7.856
C11538	-4.087	-4.13423359582765	-4.07461329427749	-8.48	0
C11539	4.17	4.15761329427749	4.21740552486607	0	8.57719999999998
C11540	0	-0.0383479905238715	0.0375664948946913	-8.304	8.25319999999998
C11542	0	-0.0379650576655732	0.0379650576655732	-8.209	8.2
C11543	0	-0.0375664948946913	0.0379650576655732	-8.214	8.271
C11545	0	-0.0379650576655732	0.0379650576655732	-8.295	8.238
C11811	0	-0.0375664948946913	0.0379650576655732	-8.257	8.271
C11924	-4.17	-4.21740552486607	-4.15761329427749	-8.524	0
C11929	4.087	4.07461329427749	4.13423359582765	0	8.46439999999997
C11934	-4.087	-4.13423359582765	-4.07461329427749	-8.4644	0
C11948	4.087	4.07461329427749	4.13440552486607	0	8.531
C11949	-4.087	-4.13440552486607	-4.07461329427749	-8.531	0
C12147	0	-0.0379650576655732	0.0375664948946913	-8.281	8.243
C12214	4.17	4.15761329427749	4.21740552486607	0	8.57
C12215	-4.17	-4.21740552486607	-4.15761329427749	-8.57	0
C12739	-4.17	-4.21740552486607	-4.15761329427749	-8.48	0
C13629	0	0	0	0	0
C13632	0	0	0	0	0
C14086	4.087	4.07461329427749	4.13423359582765	0	8.46439999999997
C14087	-4.087	-4.13423359582765	-4.07461329427749	-8.4644	0
C14089	4.883	4.86106341768891	4.93289068096686	0	8.349
C14090	-4.883	-4.93289068096686	-4.86106341768891	-8.349	0
C14095	4.087	4.07461329427749	4.13423359582765	0	8.46439999999997
C14096	-4.087	-4.13423359582765	-4.07461329427749	-8.4644	0
C14099	-4.883	-4.93289068096686	-4.86106341768891	-8.349	0
C14107	4.087	4.07461329427749	4.13423359582765	0	8.46439999999997
C14108	-4.087	-4.13423359582765	-4.07461329427749	-8.4644	0
C14145	4.087	4.07461329427749	4.13423359582765	0	8.492
C14463	0	0	0	0	0
C14818	4.087	4.07461329427749	4.13423359582765	0	8.535
C14819	-4.087	-4.13423359582765	-4.07461329427749	-8.535	0
C15532	4.087	4.07461329427749	4.13440552486607	0	8.581
C15556	0	-0.0375664948946913	0.0379650576655732	-8.243	8.238
C15667	4.087	4.07461329427749	4.13440552486607	0	8.516
C15809	4.17	4.15761329427749	4.21740552486607	0	8.516
C15810	0	0	0	0	0
C15811	4.087	4.07461329427749	4.13440552486607	0	8.512
C15812	0	-0.0375664948946913	0.0379650576655732	-8.267	8.248
C15813	0	0	0	0	0
C15814	0	0	0	0	0
C15815	0	-0.0297515386028895	0.0301501013737714	-7.21925	7.253
C15972	1.585	1.55122375890683	1.62816981855591	-8.192	8.14214999999999
C15973	4.9	4.87761015022399	4.95039083816954	0	8.43904999999999
C15980	0	0	0	0	0
C16074	4.17	4.15761329427749	4.21723359582765	0	8.539
C16186	-4.907	-4.95728924373774	-4.88506341768891	-8.392	0
C16216	4.087	4.07461329427749	4.13423359582765	0	8.48
C16217	-4.087	-4.13423359582765	-4.07461329427749	-8.48	0
C16219	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C16220	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C16221	0	-0.0379650576655732	0.0371601171675176	-8.20025	8.248
C16237	-4.087	-4.13423359582765	-4.07461329427749	-8.524	0
C16238	0	0	0	0	0
C16242	0	-0.0375664948946913	0.0379650576655732	-8.24325	8.253
C16243	0	-0.0379650576655732	0.0379650576655732	-8.262	8.22924999999998
C16244	0	-0.0375664948946913	0.0379650576655732	-8.262	8.29
C16255	-5.248	-5.29946148718151	-5.22096806618666	-8.308	0
C16272	4.931	4.90828192205973	4.98141428303841	0	8.399
C16273	-1.585	-1.62841208220096	-1.55151291228963	-8.1401	8.205
C16348	0	-0.0292201215750469	0.0202016620143077	-6.34015	6.45514999999999
C16396	5.273	5.24596806618666	5.32434426283714	0	8.288
C16399	-5.273	-5.32434426283714	-5.24596806618666	-8.288	0
C16466	-4.087	-4.13423359582765	-4.07461329427749	-8.48	0
C16551	-4.17	-4.21706166678923	-4.15761329427749	-8.451	0
C16565	-4.087	-4.13423359582765	-4.07461329427749	-8.464	0
C16586	4.17	4.15761329427749	4.21706166678923	0	8.451
C16587	-4.17	-4.21706166678923	-4.15761329427749	-8.451	0
C16595	4.17	4.15761329427749	4.21706166678923	0	8.451
C16596	-4.17	-4.21706166678923	-4.15761329427749	-8.451	0
C16614	4.17	4.15761329427749	4.21723359582765	0	8.492
C16615	-4.17	-4.21723359582765	-4.15761329427749	-8.492	0
C16618	0	-0.0379650576655732	0.0375664948946913	-8.276	8.295
C16619	-4.907	-4.95721890913112	-4.88428192205973	-8.382	0
C16630	4.17	4.15761329427749	4.21740552486607	0	8.53119999999998
C16631	-4.17	-4.21740552486607	-4.15761329427749	-8.5312	0
C16633	4.087	4.07461329427749	4.13406166678923	0	8.459
C16634	-4.087	-4.13406166678923	-4.07461329427749	-8.459	0
C16635	4.17	4.15761329427749	4.21740552486607	0	8.48
C16688	0	-0.0379650576655732	0.0379650576655732	-8.262	8.205
C16698	-4.907	-4.95715638948078	-4.88506341768891	-8.405	0
C17551	-4.087	-4.13440552486607	-4.07461329427749	-8.516	0
C17556	0	-0.0379650576655732	0.0379650576655732	-8.27625	8.267
C18096	-4.087	-4.13440552486607	-4.07461329427749	-8.581	0
C18239	-4.907	-4.95728924373774	-4.88428192205973	-8.375	0
C18902	4.087	4.07461329427749	4.13423359582765	0	8.531
C19673	4.087	4.07461329427749	4.13440552486607	0	8.492
C20258	0	-0.0337762410931674	0.0345499217660558	-7.739	7.80924999999998
C20372	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C20373	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C20374	-4.087	-4.13406166678923	-4.07461329427749	-8.464	0
C20375	4.087	4.07461329427749	4.13440552486607	0	8.492
C20376	0	-0.0379650576655732	0.0375664948946913	-8.234	8.214
C20377	0	-0.0379650576655732	0.0375664948946913	-8.224	8.209
C20378	-4.087	-4.13406166678923	-4.07461329427749	-8.464	0
C20396	5.476	5.44624846139711	5.52786786490869	0	8.18005
C20422	-3.285	-3.33106916734017	-3.25746009402769	-7.899	8.20909999999999
C20423	0	-0.0379650576655732	0.0375664948946913	-8.322	8.253
C20440	0	-0.0379650576655732	0.0379650576655732	-8.27625	8.243
C20589	-5.468	-5.51992256960273	-5.43784989862623	-8.181	0
